Location in Wind Tunnel,LocationMaizeDes,Clock,Date,Treatment,Repetition,Treatment Left,Treatment Right,Responding,Comment,Video Save Time,Determination via Video
End,End,11/3/2023 19:16:22,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:49:00,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:49:02,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:49:19,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:49:21,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Left (30cm-50cm),Maize (30cm-50cm),6/20/2023 20:49:24,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:49:26,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:49:29,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:49:39,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Right (30cm-50cm),Des (30cm-50cm),6/20/2023 20:49:48,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:49:57,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:49:58,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:50:00,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:50:02,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:04,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Right (30cm-50cm),Des (30cm-50cm),6/20/2023 20:50:05,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:09,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:12,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:50:27,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:30,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:50:35,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:36,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Right (30cm-50cm),Des (30cm-50cm),6/20/2023 20:50:41,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Right (10cm-30cm),Close Des (10cm-30cm),6/20/2023 20:50:48,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Middle (10cm-10cm),Middle (10cm-10cm),6/20/2023 20:50:49,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:50:51,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Left (30cm-50cm),Maize (30cm-50cm),6/20/2023 20:50:52,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),6/20/2023 20:51:00,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Left (30cm-50cm),Maize (30cm-50cm),6/20/2023 20:51:02,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
End,End,6/20/2023 20:54:19,6/20/2023,Incanum,B17,Maize,Maize + D. incanum,Yes,"Pot of the left plant was leaning for the plant to reach to the Teflon tubing. No video rechecking was possible, as there was no video available.",-,No
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 20:13:20,6/20/2023,Incanum,B18,Maize,Maize + D. incanum,Yes,-,20230620_210125,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 20:13:24,6/20/2023,Incanum,B18,Maize,Maize + D. incanum,Yes,-,20230620_210125,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:13:29,6/20/2023,Incanum,B18,Maize,Maize + D. incanum,Yes,-,20230620_210125,Yes
End,End,11/3/2023 20:18:18,6/20/2023,Incanum,B18,Maize,Maize + D. incanum,Yes,-,20230620_210125,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:32:46,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:32:46,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:32:47,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:33:13,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:33:40,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:33:42,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:33:49,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:33:50,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:34:16,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:34:28,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
End,End,4/18/2024 14:37:46,6/20/2023,Incanum,B19,Maize,Maize + D. incanum,Yes,-,20230620_211546,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:28:51,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:28:52,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:29:07,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:29:10,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:29:15,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:29:19,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:29:26,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:29:28,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:29:43,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:29:47,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:29:53,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:29:54,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:08,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:30:13,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:23,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:30:26,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:32,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:30:33,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:43,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:30:45,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:30:46,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:30:48,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:50,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:30:51,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:30:58,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:31:04,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:31:09,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:12,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:31:15,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:18,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:31:22,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:23,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:31:25,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:31:26,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:31:33,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:34,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:31:36,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:39,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:31:41,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:31:43,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:31:54,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:31:57,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:32:06,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:32:10,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:32:15,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:32:17,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:32:48,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:32:51,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:32:56,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:33:01,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:33:02,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:33:05,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:33:28,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:33:29,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
End,End,11/3/2023 20:33:48,6/20/2023,Control,B14,Maize,Maize,Yes,-,20230620_220623,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:45:18,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:45:25,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Right (30cm-50cm),Right (30cm-50cm),11/8/2023 15:46:53,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/8/2023 15:47:05,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:47:05,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/8/2023 15:47:08,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Left (30cm-50cm),Left (30cm-50cm),11/8/2023 15:47:11,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/8/2023 15:47:15,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:47:44,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/8/2023 15:47:50,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:47:52,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/8/2023 15:48:12,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Right (30cm-50cm),Right (30cm-50cm),11/8/2023 15:48:14,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:48:35,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/8/2023 15:48:37,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Left (30cm-50cm),Left (30cm-50cm),11/8/2023 15:48:39,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/8/2023 15:48:41,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Left (30cm-50cm),Left (30cm-50cm),11/8/2023 15:48:47,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:49:13,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/8/2023 15:49:21,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Left (30cm-50cm),Left (30cm-50cm),11/8/2023 15:49:22,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Right (30cm-50cm),Right (30cm-50cm),11/8/2023 15:49:44,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/8/2023 15:49:58,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
End,End,11/8/2023 15:50:25,6/20/2023,Control,B15,Maize,Maize,Yes,-,20230620_221738,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:20:34,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),11/3/2023 20:20:35,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 20:20:40,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),11/3/2023 20:20:57,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
Left (30cm-50cm),Left (30cm-50cm),11/3/2023 20:21:06,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
End,End,11/3/2023 20:26:10,6/20/2023,Control,B16,Maize,Maize,Yes,-,20230620_223005,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:11:35,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:11:36,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:12:37,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:12:44,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:12:52,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:12:54,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:12:59,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:13:00,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:13:05,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:13:07,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:13:14,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:13:15,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:13:17,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:14:33,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:14:39,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
End,End,8/17/2023 16:16:56,6/20/2023,Control,B17,Maize,Maize,Yes,-,20230620_224522,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:23:47,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:23:53,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:23:57,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:24:50,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:25:36,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:25:39,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:25:41,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:25:41,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:26:28,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Left (30cm-50cm),Left (30cm-50cm),8/17/2023 16:26:34,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:26:36,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:26:37,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:26:49,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:26:54,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:26:56,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:27:00,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Left (10cm-30cm),Close Left (10cm-30cm),8/17/2023 16:27:01,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:27:12,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Right (30cm-50cm),Right (30cm-50cm),8/17/2023 16:27:18,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),8/17/2023 16:27:24,6/20/2023,Control,B18,Maize,Maize,Yes,-,20230620_225650,Yes
